age,gender,school_type,parent_education,study_hours,attendance_percentage,internet_access,travel_time,extra_activities,study_method,computer_network_score,operating_system_score,daa_score,overall_score,final_grade
15,female,private,post graduate,3.0,98.7,yes,15-30 min,no,textbook,69.3,76.5,65.3,67.3,d
17,female,private,phd,6.5,91.2,yes,<15 min,yes,coaching,82.5,90.6,90.4,82.4,c
15,other,private,phd,1.4,50.3,yes,<15 min,yes,online videos,28.5,29.8,21.1,24.4,f
14,female,private,graduate,2.6,80.4,yes,30-60 min,yes,coaching,48.7,39.9,38.2,44.6,e
15,other,public,no formal,4.5,97.3,no,<15 min,yes,group study,76.9,72.3,61.8,66.8,d
15,male,public,phd,3.5,96.5,yes,15-30 min,no,group study,77.2,89.8,81.3,68.5,d
17,female,private,graduate,6.7,70.0,yes,<15 min,no,coaching,74.3,75.4,81.7,74.4,c
14,female,private,graduate,6.3,80.6,yes,15-30 min,yes,notes,90.9,94.5,76.7,90.8,b
15,male,public,phd,5.6,80.8,yes,<15 min,no,online videos,88.4,66.0,75.9,74.9,c
17,other,private,post graduate,2.6,86.5,no,30-60 min,no,group study,30.6,43.1,38.5,46.0,e
16,male,private,no formal,0.7,97.1,no,30-60 min,no,online videos,53.4,48.2,36.8,52.4,e
17,male,private,post graduate,2.9,73.3,yes,<15 min,no,notes,48.7,77.5,58.5,60.3,d
17,male,private,phd,5.0,53.1,no,30-60 min,no,online videos,37.8,52.8,69.9,54.4,e
19,other,private,high school,1.3,86.1,yes,>60 min,no,mixed,43.3,53.1,55.2,50.7,e
19,male,public,diploma,6.7,97.3,yes,>60 min,yes,mixed,75.3,100.0,82.4,86.6,b
15,male,private,no formal,7.9,93.5,yes,15-30 min,no,online videos,100.0,100.0,100.0,95.4,a
18,other,private,post graduate,6.0,51.2,yes,30-60 min,no,textbook,45.2,66.1,70.9,64.4,d
17,male,private,no formal,3.6,94.1,yes,15-30 min,no,notes,81.9,72.9,66.2,70.0,c
17,male,private,diploma,6.5,57.4,yes,<15 min,yes,group study,67.2,72.5,83.1,71.0,c
18,male,public,graduate,2.5,98.9,yes,30-60 min,yes,textbook,60.2,63.3,41.0,52.2,e
14,female,private,phd,7.7,87.1,no,15-30 min,yes,online videos,84.4,86.9,100.0,91.0,b
16,male,private,high school,3.2,56.3,yes,>60 min,yes,group study,31.1,36.5,44.3,38.6,f
18,other,private,phd,5.7,55.0,yes,30-60 min,no,notes,54.6,53.7,60.1,58.4,d
19,male,private,no formal,0.6,63.9,yes,15-30 min,yes,group study,35.8,51.4,36.5,40.1,e
14,female,private,no formal,5.2,61.5,yes,30-60 min,yes,group study,59.6,75.6,43.3,63.2,d
16,male,public,no formal,2.7,50.2,yes,<15 min,no,group study,37.8,46.9,37.5,45.9,e
15,male,private,post graduate,1.3,94.5,yes,<15 min,yes,online videos,52.1,56.0,53.0,53.2,e
15,male,private,diploma,3.8,56.3,no,30-60 min,no,online videos,55.1,69.2,45.9,52.8,e
14,other,private,no formal,1.3,99.5,yes,>60 min,no,notes,61.8,64.0,48.4,57.4,d
17,other,public,post graduate,1.9,63.2,yes,>60 min,yes,notes,54.9,35.3,45.8,42.8,e
18,male,private,high school,7.2,78.7,yes,30-60 min,no,mixed,98.3,90.7,84.0,97.2,a
17,male,public,post graduate,1.0,84.9,yes,30-60 min,yes,textbook,50.2,47.0,43.3,44.0,e
16,other,public,graduate,5.2,65.1,yes,30-60 min,yes,textbook,73.1,73.5,48.1,59.0,d
18,female,public,no formal,1.0,72.8,yes,>60 min,yes,group study,23.1,36.4,19.2,30.8,f
17,male,public,graduate,5.9,88.6,yes,30-60 min,no,notes,86.6,75.3,92.9,80.4,c
19,male,private,phd,7.8,53.2,yes,30-60 min,yes,mixed,84.7,100.0,80.3,91.7,b
16,female,private,diploma,3.7,68.1,yes,<15 min,no,notes,57.9,60.1,42.9,64.8,d
15,female,public,phd,7.8,89.5,yes,>60 min,yes,coaching,96.7,96.1,100.0,96.1,a
16,female,private,high school,5.3,66.6,yes,30-60 min,no,mixed,34.7,88.2,57.1,63.5,d
17,male,private,high school,5.0,53.0,yes,<15 min,no,notes,54.9,53.1,47.5,57.7,d
16,female,private,high school,1.8,59.4,yes,15-30 min,no,notes,30.8,40.1,46.3,38.5,f
18,male,public,high school,7.6,83.9,yes,>60 min,no,notes,75.9,94.4,84.0,90.7,b
14,female,public,high school,7.0,98.4,no,>60 min,no,coaching,93.4,75.0,82.5,86.7,b
17,male,private,graduate,1.5,61.4,yes,<15 min,no,group study,37.4,55.2,43.1,44.8,e
16,male,public,no formal,0.7,75.9,yes,<15 min,no,coaching,44.2,40.0,43.4,39.2,f
15,other,private,graduate,3.2,62.0,yes,>60 min,no,textbook,64.7,61.2,61.4,57.1,d
17,female,private,high school,1.7,96.2,yes,30-60 min,yes,mixed,53.2,44.8,58.7,44.8,e
18,female,public,no formal,3.0,95.0,yes,30-60 min,yes,mixed,87.9,53.4,77.1,64.5,d
17,male,public,post graduate,7.7,69.6,yes,>60 min,no,mixed,82.3,96.9,89.3,88.6,b
14,male,private,graduate,7.0,51.9,yes,15-30 min,yes,group study,70.1,95.3,95.5,82.0,c
14,other,public,high school,3.8,80.4,yes,15-30 min,no,coaching,91.2,59.2,80.5,69.8,d
16,other,public,graduate,2.6,81.4,yes,<15 min,no,online videos,42.9,47.2,40.4,45.8,e
18,female,public,phd,4.8,80.9,yes,15-30 min,yes,textbook,71.4,84.5,82.9,73.5,c
15,male,private,high school,7.5,64.8,yes,15-30 min,yes,mixed,93.8,82.8,100.0,85.1,b
15,female,private,high school,6.4,51.2,no,<15 min,yes,online videos,70.7,70.6,66.3,71.1,c
19,male,public,post graduate,7.0,51.6,yes,15-30 min,no,coaching,72.5,78.6,75.5,74.7,c
14,male,private,diploma,6.2,88.9,no,30-60 min,no,notes,84.9,73.5,51.2,75.9,c
14,male,public,post graduate,4.3,76.6,yes,30-60 min,no,coaching,48.4,65.1,65.0,61.1,d
14,female,public,high school,1.6,63.6,yes,<15 min,yes,textbook,33.7,39.8,52.4,45.4,e
19,female,public,phd,6.6,95.7,no,>60 min,yes,coaching,94.3,97.5,97.1,94.5,b
16,female,private,no formal,5.4,94.2,yes,30-60 min,yes,online videos,68.0,84.7,91.7,87.1,b
14,other,private,high school,6.3,90.8,yes,<15 min,no,mixed,68.2,87.3,94.6,85.2,b
15,male,public,graduate,6.0,81.1,yes,30-60 min,no,online videos,100.0,93.3,80.3,88.0,b
19,male,public,graduate,2.3,80.7,no,30-60 min,yes,online videos,37.9,47.1,44.7,53.8,e
18,other,private,diploma,2.6,76.5,yes,<15 min,yes,textbook,53.8,53.6,66.0,59.1,d
15,male,public,phd,6.9,59.2,yes,30-60 min,no,group study,86.1,78.9,83.9,78.2,c
15,male,private,diploma,3.6,86.4,yes,30-60 min,no,textbook,76.6,55.2,62.1,67.0,d
14,other,public,post graduate,1.8,76.0,yes,<15 min,yes,textbook,42.6,33.6,41.8,38.6,f
18,male,private,diploma,5.3,77.3,yes,>60 min,yes,coaching,65.3,60.5,68.4,70.6,c
14,male,private,diploma,2.7,84.4,yes,>60 min,yes,group study,39.6,47.8,57.8,48.4,e
15,other,public,post graduate,5.3,68.6,no,>60 min,yes,coaching,60.8,70.6,70.6,63.9,d
16,female,private,diploma,4.9,85.2,yes,>60 min,no,group study,74.1,81.1,75.3,71.4,c
17,male,public,diploma,5.5,62.4,yes,<15 min,yes,mixed,53.2,80.9,61.2,67.0,d
17,other,public,post graduate,8.0,93.3,no,<15 min,yes,group study,100.0,100.0,89.6,100.0,a
18,male,public,no formal,2.6,99.3,yes,>60 min,no,mixed,60.1,48.7,67.1,60.1,d
15,other,public,diploma,7.8,79.6,yes,<15 min,yes,notes,80.4,75.3,100.0,87.1,b
16,female,private,high school,6.2,69.1,yes,30-60 min,yes,online videos,92.2,90.7,88.0,86.4,b
16,other,public,diploma,6.9,64.4,no,<15 min,yes,textbook,90.2,73.5,65.4,76.9,c
14,other,public,graduate,6.5,94.6,yes,>60 min,yes,textbook,85.6,75.7,100.0,84.2,c
18,other,private,diploma,0.7,66.3,yes,30-60 min,no,group study,43.0,51.5,57.2,42.0,e
17,male,public,phd,4.3,90.7,yes,<15 min,no,notes,68.1,88.0,86.4,72.1,c
16,other,private,phd,1.3,70.4,yes,<15 min,yes,mixed,15.7,37.2,29.5,32.4,f
19,male,public,no formal,5.6,94.0,yes,30-60 min,no,group study,71.4,89.6,76.8,80.4,c
15,male,private,graduate,0.9,71.6,yes,<15 min,no,group study,30.6,26.5,26.1,31.1,f
19,female,private,high school,0.7,78.9,yes,30-60 min,no,textbook,21.3,31.4,30.7,35.4,f
18,male,private,post graduate,7.3,56.1,yes,>60 min,yes,group study,74.4,50.9,82.9,81.0,c
15,female,private,diploma,7.4,98.8,no,>60 min,no,online videos,88.5,100.0,98.1,100.0,a
18,male,private,phd,5.2,78.1,yes,>60 min,yes,coaching,68.8,75.5,68.9,68.1,d
18,female,public,phd,3.9,81.0,yes,<15 min,yes,online videos,63.0,57.1,60.6,56.8,d
16,female,public,no formal,6.7,56.3,yes,>60 min,no,mixed,83.4,89.9,73.7,76.7,c
16,female,private,no formal,7.7,84.5,yes,30-60 min,no,textbook,100.0,100.0,84.3,97.7,a
19,female,public,no formal,0.9,71.3,yes,>60 min,no,coaching,16.0,29.4,18.0,28.5,f
14,other,public,post graduate,1.3,71.2,yes,15-30 min,yes,coaching,48.1,51.0,38.5,39.2,f
14,male,public,high school,7.3,73.7,no,15-30 min,no,coaching,99.5,92.6,98.4,97.0,a
17,other,private,post graduate,1.2,76.8,yes,>60 min,yes,notes,40.3,32.2,21.4,36.5,f
19,female,private,high school,5.9,90.2,yes,15-30 min,yes,online videos,91.0,72.0,73.9,76.1,c
17,female,private,high school,4.7,67.1,no,>60 min,no,textbook,46.1,52.4,68.4,63.7,d
14,female,public,graduate,4.4,94.0,yes,>60 min,yes,coaching,70.1,90.2,80.2,71.7,c
17,male,private,post graduate,1.2,55.5,yes,>60 min,no,textbook,27.0,22.5,36.1,31.8,f
15,other,private,graduate,6.0,76.5,yes,<15 min,no,mixed,64.1,71.3,83.0,73.8,c
18,male,private,graduate,5.0,83.9,yes,30-60 min,no,online videos,75.3,80.9,83.6,77.4,c
17,other,public,post graduate,7.5,98.5,yes,30-60 min,yes,coaching,97.3,98.9,76.6,93.4,b
16,male,private,high school,4.1,69.9,yes,<15 min,yes,coaching,66.7,73.3,64.7,67.0,d
17,other,public,graduate,7.3,83.9,yes,30-60 min,yes,notes,66.7,69.0,90.4,84.0,c
18,female,public,high school,1.9,89.3,yes,30-60 min,no,mixed,58.4,48.1,51.0,60.9,d
18,female,public,no formal,2.0,91.6,yes,15-30 min,yes,coaching,34.6,50.4,53.0,46.3,e
16,other,private,high school,7.6,95.8,yes,>60 min,yes,textbook,91.0,100.0,83.2,100.0,a
17,male,public,high school,1.2,67.3,yes,30-60 min,yes,online videos,25.0,49.6,48.0,34.4,f
14,female,private,high school,2.3,92.1,yes,15-30 min,yes,coaching,70.6,64.9,54.7,53.3,e
16,other,private,no formal,1.6,97.8,yes,>60 min,yes,mixed,54.6,57.6,47.5,59.3,d
16,male,public,post graduate,5.8,73.5,yes,30-60 min,no,group study,61.3,62.1,56.6,66.3,d
17,male,public,diploma,6.4,84.6,yes,>60 min,yes,mixed,79.8,68.5,82.9,80.1,c
19,female,private,graduate,7.3,66.1,yes,<15 min,no,mixed,70.1,82.1,72.7,76.5,c
19,male,private,post graduate,1.6,62.8,yes,30-60 min,yes,group study,57.2,56.2,65.4,47.4,e
16,other,public,post graduate,2.9,63.9,yes,<15 min,yes,notes,57.3,53.9,47.8,51.2,e
17,other,public,no formal,2.9,52.6,no,>60 min,no,online videos,47.6,54.9,46.0,43.8,e
14,male,public,graduate,7.8,78.9,yes,15-30 min,no,coaching,90.9,98.9,100.0,91.7,b
16,male,private,diploma,4.9,93.1,yes,15-30 min,no,coaching,90.0,88.5,88.0,83.8,c
18,other,private,diploma,3.0,64.4,yes,30-60 min,yes,mixed,38.6,40.2,35.7,40.2,e
18,female,public,post graduate,2.7,51.6,yes,<15 min,yes,textbook,48.8,24.3,35.9,40.7,e
19,other,public,no formal,2.9,64.2,yes,15-30 min,no,coaching,50.1,47.9,58.4,47.6,e
16,other,public,high school,5.8,88.6,yes,30-60 min,no,mixed,67.3,60.4,89.5,73.5,c
19,female,private,post graduate,4.6,72.4,yes,<15 min,no,group study,65.6,66.3,59.2,66.2,d
19,male,private,diploma,5.2,88.4,yes,30-60 min,no,textbook,88.5,54.6,74.5,80.9,c
17,female,public,no formal,4.0,60.9,yes,>60 min,no,textbook,61.0,57.4,54.3,59.8,d
14,female,public,high school,0.7,82.1,no,>60 min,no,coaching,36.0,50.3,47.2,44.5,e
16,female,private,high school,5.7,86.6,yes,15-30 min,no,mixed,97.0,61.4,95.3,77.0,c
18,male,private,high school,5.9,90.5,yes,30-60 min,no,notes,87.5,97.3,100.0,91.9,b
17,male,private,post graduate,1.9,84.2,yes,>60 min,no,notes,59.1,50.2,60.4,58.6,d
19,female,public,high school,5.4,95.5,yes,15-30 min,no,group study,76.6,80.2,79.6,77.1,c
18,female,private,post graduate,7.1,56.3,yes,<15 min,no,group study,100.0,85.3,92.8,87.2,b
14,female,private,high school,5.0,77.5,yes,>60 min,yes,notes,70.8,70.1,55.5,72.0,c
19,male,private,no formal,5.5,72.5,yes,30-60 min,yes,group study,84.4,88.2,79.2,75.9,c
16,other,public,no formal,5.8,100.0,yes,<15 min,no,mixed,100.0,100.0,100.0,96.2,a
18,other,public,graduate,2.9,77.5,yes,15-30 min,yes,textbook,36.8,29.8,41.9,48.5,e
17,other,public,post graduate,1.7,84.3,yes,>60 min,no,online videos,71.0,46.5,31.4,54.9,e
16,other,public,no formal,4.0,96.0,yes,<15 min,yes,notes,73.9,67.0,88.7,72.2,c
14,female,private,high school,2.2,57.1,yes,>60 min,no,textbook,47.5,60.8,42.2,47.3,e
14,male,private,post graduate,5.7,67.0,yes,30-60 min,yes,group study,82.9,75.3,81.1,79.5,c
17,female,private,phd,5.9,66.2,yes,30-60 min,no,coaching,87.1,54.5,73.6,65.5,d
17,female,private,post graduate,0.6,55.8,yes,<15 min,yes,mixed,25.6,22.0,34.5,25.4,f
17,other,public,graduate,7.7,78.0,yes,30-60 min,yes,group study,97.1,89.4,100.0,94.9,b
14,male,private,post graduate,7.4,65.3,yes,<15 min,no,textbook,84.3,70.3,82.0,76.1,c
17,male,private,high school,1.5,58.3,no,15-30 min,no,mixed,30.9,28.6,32.4,28.2,f
14,male,private,no formal,4.1,51.1,yes,30-60 min,no,textbook,64.6,60.4,63.8,53.0,e
14,male,public,graduate,2.1,51.3,yes,>60 min,yes,group study,41.0,42.3,22.2,36.6,f
16,female,public,graduate,7.7,69.5,no,15-30 min,no,notes,100.0,100.0,100.0,93.0,b
17,male,public,post graduate,4.7,80.5,yes,30-60 min,yes,group study,79.6,77.6,38.9,73.0,c
17,male,public,high school,5.8,60.6,yes,>60 min,yes,notes,80.3,84.3,79.5,78.6,c
19,female,private,phd,7.8,95.5,yes,>60 min,yes,online videos,100.0,100.0,100.0,100.0,a
19,other,private,diploma,5.5,60.5,yes,15-30 min,no,notes,72.8,58.6,71.2,64.7,d
16,female,public,diploma,7.0,63.5,yes,>60 min,no,notes,72.0,68.1,46.5,73.4,c
18,male,private,phd,2.3,65.2,yes,>60 min,yes,group study,36.1,32.4,29.8,42.9,e
14,male,private,graduate,2.2,57.9,no,15-30 min,no,notes,34.3,14.6,38.9,32.2,f
19,other,private,no formal,3.8,100.0,yes,<15 min,no,group study,90.2,83.4,92.8,77.9,c
16,female,private,high school,7.1,85.8,yes,<15 min,no,coaching,85.1,97.9,90.9,95.2,a
18,female,private,graduate,0.8,65.0,yes,>60 min,no,online videos,38.2,27.7,34.8,39.6,f
19,other,public,high school,3.8,98.7,yes,30-60 min,no,group study,60.2,63.8,56.8,60.7,d
18,female,private,no formal,6.7,81.7,yes,<15 min,yes,group study,87.5,80.0,88.1,77.1,c
19,female,public,high school,1.8,88.5,no,30-60 min,yes,online videos,37.4,55.2,64.0,48.3,e
14,other,private,graduate,5.1,67.2,yes,<15 min,no,notes,82.2,68.0,71.8,71.8,c
15,male,private,no formal,1.0,60.8,yes,>60 min,yes,coaching,26.9,26.4,36.7,33.5,f
17,female,public,graduate,0.6,72.5,yes,15-30 min,no,coaching,25.4,18.4,19.6,24.9,f
17,female,private,post graduate,2.9,70.8,yes,>60 min,no,coaching,58.7,58.1,49.9,50.1,e
14,male,private,diploma,6.5,99.2,yes,30-60 min,no,coaching,100.0,100.0,95.5,91.2,b
18,male,public,post graduate,0.8,57.3,yes,<15 min,no,mixed,47.5,27.2,45.0,35.8,f
14,other,public,graduate,3.2,56.8,yes,30-60 min,yes,online videos,45.7,51.3,43.3,51.1,e
19,male,public,diploma,6.0,81.1,no,30-60 min,yes,coaching,71.9,77.3,89.2,81.1,c
14,female,public,phd,3.3,78.1,yes,15-30 min,no,mixed,80.5,55.8,51.3,61.4,d
16,female,public,graduate,4.1,77.3,yes,30-60 min,no,textbook,52.9,69.4,42.0,65.4,d
18,male,private,post graduate,4.3,70.6,yes,30-60 min,no,mixed,80.4,64.5,73.4,63.1,d
17,male,private,graduate,7.3,68.1,yes,<15 min,yes,mixed,100.0,71.6,99.5,95.5,a
18,female,public,phd,7.1,54.4,yes,15-30 min,yes,online videos,79.3,72.4,87.1,70.3,c
18,other,public,diploma,1.0,89.6,yes,30-60 min,no,notes,58.8,65.7,40.4,51.1,e
19,female,public,high school,5.7,72.3,yes,<15 min,yes,coaching,64.9,74.0,83.1,73.7,c
16,female,public,high school,4.6,94.9,yes,<15 min,no,coaching,72.5,89.7,72.1,75.6,c
19,female,private,phd,3.2,74.8,no,<15 min,yes,mixed,78.6,62.6,71.7,59.7,d
17,other,public,post graduate,4.2,95.2,yes,30-60 min,yes,online videos,58.8,91.0,73.0,71.1,c
19,other,private,high school,7.1,96.2,yes,30-60 min,no,coaching,100.0,100.0,91.3,94.0,b
18,male,private,diploma,6.3,78.0,yes,<15 min,no,notes,100.0,100.0,79.3,87.7,b
14,female,public,no formal,4.8,89.9,yes,30-60 min,no,group study,66.6,82.0,79.6,75.2,c
17,female,public,phd,1.8,55.2,yes,15-30 min,no,mixed,55.8,48.5,46.7,46.1,e
19,male,private,diploma,5.1,55.9,yes,30-60 min,no,textbook,90.2,58.9,66.2,71.3,c
14,other,private,diploma,4.2,85.0,yes,30-60 min,yes,notes,88.5,55.1,79.7,68.7,d
19,male,private,high school,3.9,52.5,yes,15-30 min,yes,online videos,38.6,72.9,65.7,59.0,d
14,other,public,no formal,7.6,85.6,yes,15-30 min,no,group study,100.0,89.1,79.0,97.6,a
19,male,public,post graduate,7.9,61.5,yes,30-60 min,yes,group study,89.9,100.0,80.1,86.6,b
18,female,private,high school,7.6,61.7,yes,>60 min,yes,group study,94.4,73.2,86.0,80.6,c
14,other,private,no formal,6.0,68.0,yes,<15 min,no,textbook,88.4,62.4,76.9,83.0,c
18,female,public,phd,5.0,96.2,yes,15-30 min,yes,coaching,78.7,68.7,66.4,77.3,c
14,male,private,graduate,2.9,85.5,yes,30-60 min,yes,notes,79.2,43.3,44.0,57.4,d
17,male,public,no formal,7.6,87.6,yes,15-30 min,no,group study,91.6,100.0,77.2,88.8,b
19,female,private,high school,3.9,89.2,yes,>60 min,no,notes,77.4,54.4,62.3,57.1,d
15,other,private,graduate,2.0,91.6,yes,15-30 min,no,notes,57.2,46.3,46.1,49.4,e
15,female,private,high school,1.3,58.5,yes,<15 min,yes,notes,20.3,24.8,13.4,30.1,f
16,male,private,phd,6.8,97.1,yes,<15 min,no,textbook,100.0,94.4,86.3,94.7,b
16,other,private,phd,3.0,69.9,yes,>60 min,no,mixed,71.9,58.0,50.3,55.1,d
14,female,private,phd,6.2,78.1,yes,30-60 min,no,textbook,64.2,67.3,77.1,72.9,c
16,male,private,graduate,5.2,90.5,yes,15-30 min,yes,notes,84.0,64.6,69.0,80.9,c
15,female,public,phd,2.6,92.6,yes,<15 min,no,mixed,32.2,41.7,38.5,57.4,d
14,male,public,high school,6.9,75.3,yes,>60 min,no,coaching,71.2,70.3,81.4,79.8,c
15,other,public,graduate,6.8,77.2,yes,15-30 min,yes,mixed,77.0,74.8,92.7,89.7,b
14,other,private,post graduate,1.8,70.5,yes,30-60 min,no,mixed,39.9,64.3,64.6,51.4,e
19,male,private,graduate,1.4,52.5,yes,>60 min,no,group study,44.4,26.8,43.0,31.4,f
19,female,private,phd,5.0,82.4,yes,<15 min,yes,textbook,74.0,60.8,70.5,78.1,c
16,male,private,no formal,2.3,83.9,yes,15-30 min,no,mixed,57.5,66.1,68.6,62.0,d
19,female,public,diploma,3.0,73.6,yes,15-30 min,yes,notes,55.4,55.1,69.5,62.7,d
16,male,private,post graduate,7.5,52.4,yes,<15 min,yes,online videos,86.5,89.5,70.1,79.6,c
19,other,private,high school,1.8,78.3,yes,<15 min,yes,coaching,53.0,28.9,37.1,35.8,f
15,male,public,diploma,4.0,55.2,yes,<15 min,no,coaching,58.5,47.9,48.9,52.0,e
15,other,private,phd,2.7,72.7,yes,<15 min,no,textbook,60.3,74.5,51.2,52.0,e
18,male,public,graduate,3.1,89.9,no,15-30 min,yes,coaching,79.8,69.6,64.8,68.7,d
15,male,public,diploma,3.3,61.4,yes,<15 min,no,textbook,60.1,58.0,72.3,57.9,d
18,other,private,diploma,2.4,95.9,yes,30-60 min,no,textbook,47.6,65.7,74.5,64.4,d
16,other,public,high school,6.2,85.4,yes,>60 min,no,textbook,87.8,69.5,86.1,75.9,c
16,male,private,post graduate,6.6,62.9,yes,30-60 min,no,coaching,79.7,100.0,95.8,82.2,c
16,male,private,no formal,4.5,61.5,yes,>60 min,no,online videos,46.3,55.4,57.8,64.3,d
18,other,private,high school,7.2,53.7,no,30-60 min,no,group study,88.9,96.0,81.2,83.3,c
14,other,public,no formal,1.5,93.7,yes,<15 min,yes,mixed,65.2,40.8,49.8,44.4,e
18,female,private,post graduate,4.3,53.2,yes,15-30 min,yes,online videos,75.2,57.6,52.9,62.2,d
18,male,private,phd,6.7,81.3,yes,<15 min,no,coaching,66.7,75.6,93.9,81.7,c
18,male,public,no formal,5.2,87.6,no,15-30 min,yes,online videos,69.4,49.9,64.2,70.2,c
19,male,public,phd,7.9,62.8,yes,15-30 min,no,coaching,91.6,93.9,78.1,98.0,a
18,other,public,phd,5.0,69.0,yes,30-60 min,no,group study,61.8,82.7,70.0,74.5,c
17,male,private,graduate,7.7,64.7,yes,30-60 min,yes,textbook,85.3,86.1,82.3,86.6,b
16,female,public,no formal,1.2,90.1,yes,<15 min,yes,online videos,43.3,33.4,48.8,44.9,e
16,other,private,post graduate,0.8,99.8,yes,<15 min,yes,notes,27.3,44.9,13.9,38.8,f
18,male,private,graduate,3.2,98.5,yes,<15 min,yes,online videos,68.0,71.0,73.9,72.1,c
16,other,public,post graduate,6.8,53.5,yes,<15 min,yes,textbook,74.4,74.2,79.0,77.0,c
17,other,public,high school,0.9,83.9,yes,>60 min,yes,online videos,30.2,23.9,55.7,39.9,f
14,male,private,graduate,2.4,79.2,yes,30-60 min,no,online videos,33.9,45.6,47.7,52.0,e
15,male,private,phd,7.9,96.5,yes,<15 min,yes,textbook,89.7,96.5,100.0,97.8,a
15,male,public,post graduate,5.3,78.9,yes,<15 min,no,online videos,57.7,72.7,71.5,74.1,c
16,male,private,graduate,3.4,72.9,yes,30-60 min,yes,online videos,54.0,59.3,50.7,50.8,e
17,male,public,phd,1.1,72.4,yes,30-60 min,yes,online videos,44.7,25.4,38.3,44.8,e
18,other,public,diploma,6.2,92.7,yes,30-60 min,no,notes,92.5,71.0,100.0,79.9,c
16,male,private,high school,7.4,83.6,yes,>60 min,yes,mixed,72.1,91.7,91.8,95.2,a
14,male,private,phd,6.1,53.7,yes,15-30 min,no,textbook,85.9,77.0,72.3,72.7,c
17,other,public,no formal,1.4,96.7,yes,>60 min,no,mixed,33.2,46.2,56.2,45.6,e
14,male,public,graduate,4.5,83.9,yes,15-30 min,yes,group study,78.1,76.8,72.4,78.9,c
19,male,private,post graduate,3.5,57.8,yes,30-60 min,no,mixed,51.2,64.6,71.2,54.6,e
18,male,public,post graduate,7.3,73.5,yes,>60 min,yes,mixed,76.1,100.0,93.4,89.6,b
15,other,private,post graduate,6.2,62.5,yes,15-30 min,yes,textbook,82.2,77.6,84.5,79.6,c
15,other,public,diploma,6.5,79.6,yes,<15 min,yes,textbook,89.8,100.0,90.7,89.3,b
14,other,public,high school,3.6,77.8,yes,>60 min,no,coaching,69.6,67.9,51.8,50.0,e
16,other,private,no formal,0.7,98.5,yes,30-60 min,yes,online videos,46.7,39.3,43.5,45.4,e
14,male,public,high school,6.2,52.8,yes,>60 min,yes,group study,73.9,78.9,86.7,77.2,c
19,female,public,phd,5.2,72.5,yes,>60 min,yes,online videos,54.6,42.7,46.7,62.2,d
14,female,private,post graduate,1.6,59.1,yes,15-30 min,no,notes,30.2,33.7,46.6,37.0,f
17,male,private,diploma,6.2,51.1,yes,30-60 min,yes,group study,54.9,83.2,81.8,77.0,c
17,other,public,diploma,1.6,88.9,yes,>60 min,yes,textbook,46.9,49.7,75.1,53.2,e
15,female,private,diploma,6.0,87.9,no,>60 min,no,textbook,86.9,83.7,92.3,82.1,c
18,other,private,phd,5.9,96.7,yes,15-30 min,no,mixed,72.4,85.6,70.4,80.6,c
14,male,public,diploma,0.6,79.4,yes,15-30 min,no,group study,37.7,30.7,31.5,27.8,f
19,other,public,phd,6.3,62.8,yes,15-30 min,yes,coaching,81.6,84.4,99.6,81.9,c
18,male,private,no formal,3.6,68.1,yes,30-60 min,yes,online videos,72.8,68.3,64.8,65.5,d
17,male,private,diploma,4.3,80.2,yes,30-60 min,yes,mixed,65.0,71.7,61.9,68.0,d
19,female,private,graduate,7.7,81.4,yes,<15 min,no,coaching,92.2,100.0,100.0,100.0,a
16,male,public,post graduate,7.4,52.1,yes,15-30 min,no,online videos,92.7,73.1,80.4,79.9,c
15,male,private,no formal,3.4,95.5,yes,15-30 min,yes,coaching,59.3,48.1,54.5,59.7,d
14,other,public,graduate,5.8,96.3,yes,15-30 min,no,online videos,87.1,75.9,62.2,75.7,c
19,female,private,phd,4.3,89.9,yes,>60 min,no,mixed,70.3,68.0,80.5,74.5,c
16,female,private,no formal,6.7,62.5,no,>60 min,no,mixed,41.8,92.8,64.1,78.6,c
18,male,private,high school,2.9,67.4,yes,30-60 min,no,group study,75.2,41.1,67.5,57.9,d
15,other,public,diploma,4.0,85.1,yes,>60 min,yes,textbook,50.9,54.9,64.3,59.9,d
19,other,private,high school,1.3,65.3,yes,<15 min,no,notes,30.3,51.2,34.3,44.1,e
19,other,private,diploma,7.5,69.4,yes,30-60 min,yes,group study,100.0,79.8,100.0,93.6,b
